location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°F,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20210910T1600,70.250946,69.0,9.107359,251.56506
20210910T1700,69.80095,71.0,9.0,270.0
20210910T1800,68.01895,76.0,10.538843,277.85333
20210910T1900,66.38095,81.0,8.287822,272.48956
20210910T2000,65.750946,84.0,2.9024127,240.25513
20210910T2100,65.85895,84.0,3.319036,130.60129
20210910T2200,65.40895,86.0,5.4833565,113.19859
20210910T2300,64.63495,88.0,5.315336,118.30075
20210911T0000,64.27495,89.0,3.7064266,119.054596
20210911T0100,64.112946,89.0,2.6208394,164.0546
20210911T0200,64.18495,85.0,4.6938257,212.47119
20210911T0300,63.608955,82.0,7.172949,252.47443
20210911T0400,62.384953,84.0,7.4128532,240.9454
20210911T0500,61.988953,84.0,6.638072,220.6013
20210911T0600,62.02495,85.0,5.634891,206.56505
20210911T0700,62.870953,85.0,4.3349743,184.76364
20210911T0800,64.67095,81.0,2.9024127,240.25513
20210911T0900,66.75896,73.0,7.2359104,275.7106
20210911T1000,67.94695,68.0,5.0528407,265.91437
20210911T1100,68.81095,66.0,4.39436,235.00798
20210911T1200,68.55895,65.0,4.5536795,251.56506
20210911T1300,71.56496,60.0,7.968939,288.43497
20210911T1400,72.122955,58.0,6.9527545,291.2505
20210911T1500,72.23095,57.0,6.87779,276.009
20210911T1600,72.96895,54.0,5.7599998,270.0
20210911T1700,72.30295,54.0,4.6938252,265.6013
20210911T1800,71.94295,54.0,3.319036,257.4712
20210911T1900,70.50295,57.0,1.9386592,248.1986
20210911T2000,68.846954,61.0,2.8116899,230.19443
20210911T2100,66.41695,67.0,4.6938257,212.47119
20210911T2200,64.61695,71.0,5.0528407,184.08562
20210911T2300,63.19495,75.0,4.3349743,175.23636
20210912T0000,62.078953,77.0,4.379589,170.53767
20210912T0100,61.44895,78.0,3.671294,168.69006
20210912T0200,60.926952,79.0,3.6179552,174.28941
20210912T0300,60.044952,82.0,3.0758414,159.44395
20210912T0400,59.41495,84.0,3.8939953,146.30994
20210912T0500,58.946953,85.0,3.563818,135.0
20210912T0600,58.37095,86.0,4.1046314,127.874985
20210912T0700,58.40695,86.0,4.6938257,122.47119
20210912T0800,60.890953,80.0,6.6185193,112.380135
20210912T0900,64.724945,73.0,7.771331,103.392494
20210912T1000,68.79295,66.0,9.114471,99.09027
20210912T1100,71.56496,58.0,8.28,89.99999
20210912T1200,73.27495,54.0,7.6367526,81.869896
20210912T1300,74.46295,51.0,5.95906,25.016876
20210912T1400,75.84895,49.0,4.510787,61.38954
20210912T1500,76.73095,47.0,4.5536795,71.56504
20210912T1600,76.928955,46.0,4.379589,80.537674
20210912T1700,76.568954,46.0,5.04,89.99999
20210912T1800,75.56095,47.0,5.04,89.99999
20210912T1900,74.15695,50.0,4.73506,81.25384
20210912T2000,72.01495,57.0,4.802999,77.00538
20210912T2100,69.47695,64.0,5.6920996,108.434944
20210912T2200,66.93895,71.0,5.0911684,135.0
20210912T2300,65.22895,75.0,2.8116899,140.19443
20210913T0000,64.49095,77.0,1.9386592,158.1986
20210913T0100,64.05895,77.0,1.4399999,180.0
20210913T0200,63.086952,79.0,0.5091169,135.0
20210913T0300,62.150948,81.0,1.9386592,111.80141
20210913T0400,61.502953,83.0,3.319036,130.60129
20210913T0500,60.94495,85.0,4.198285,120.96376
20210913T0600,60.24295,87.0,4.3498964,114.44395
20210913T0700,60.02695,87.0,4.3498964,114.44395
20210913T0800,62.67295,80.0,6.5693827,99.46232
20210913T0900,66.75896,71.0,7.9526596,95.19443
20210913T1000,70.93495,64.0,7.208994,92.862404
20210913T1100,74.26495,57.0,3.6,89.99999
20210913T1200,76.91095,50.0,0.8049845,26.565033
20210913T1300,77.540955,50.0,3.4152596,71.56504
20210913T1400,79.26895,44.0,2.16,360.0
20210913T1500,79.95296,42.0,2.16,360.0
20210913T1600,80.07895,41.0,2.8799999,89.99999
20210913T1700,79.61095,42.0,5.04,89.99999
20210913T1800,78.67495,44.0,7.208994,87.137596
20210913T1900,76.24495,49.0,9.36,89.99999
20210913T2000,72.87895,57.0,8.766573,109.17901
20210913T2100,69.206955,66.0,7.6367526,135.0
20210913T2200,66.776955,69.0,7.2,143.1301
20210913T2300,64.99495,76.0,7.8954163,136.84761
20210914T0000,64.02295,73.0,8.942214,130.1009
20210914T0100,63.140953,75.0,9.290511,125.537674
20210914T0200,62.996952,75.0,8.78872,124.99202
20210914T0300,61.88095,77.0,8.0899935,122.27564
20210914T0400,62.600952,72.0,9.178235,115.55997
20210914T0500,61.970955,72.0,11.753877,117.34987
20210914T0600,61.17895,74.0,11.609651,119.74488
20210914T0700,61.358955,76.0,9.585739,124.28687
20210914T0800,64.400955,75.0,9.227524,110.556046
20210914T0900,70.80895,66.0,7.729527,117.75854
20210914T1000,73.29295,62.0,2.5455842,8.130096
20210914T1100,74.66095,58.0,6.193674,324.46234
20210914T1200,76.91095,52.0,4.39436,325.008
20210914T1300,81.78895,47.0,10.8955765,262.40536
20210914T1400,79.30495,52.0,8.473393,282.26477
20210914T1500,80.61895,50.0,6.439876,296.56506
20210914T1600,80.762955,49.0,1.609969,333.43497
20210914T1700,79.89896,50.0,3.096837,54.46232
20210914T1800,79.430954,51.0,0.35999998,270.0
20210914T1900,78.38695,54.0,4.896529,287.10272
20210914T2000,74.15695,67.0,10.739833,283.57043
20210914T2100,72.05095,74.0,4.6938257,212.47119
20210914T2200,71.402954,75.0,9.726664,128.991
20210914T2300,69.69295,81.0,10.587918,125.31121
20210915T0000,67.85695,86.0,10.233123,129.2894
20210915T0100,66.56095,86.0,8.404285,136.7357
20210915T0200,65.80495,84.0,8.435069,140.19443
20210915T0300,66.362946,83.0,9.449572,139.63547
20210915T0400,67.15495,81.0,9.0,126.869896
20210915T0500,66.09296,86.0,8.217153,118.81079
20210915T0600,65.372955,90.0,8.707237,119.74488
20210915T0700,66.956955,85.0,8.225035,156.8014
20210915T0800,66.99295,83.0,9.826088,188.42697
20210915T0900,67.33495,81.0,9.793058,107.10272
20210915T1000,71.11495,73.0,13.217443,119.35774
20210915T1100,73.13095,64.0,14.05845,193.32452
20210915T1200,72.33895,67.0,11.159999,180.0
20210915T1300,75.07495,62.0,7.172949,162.47443
20210915T1400,74.15695,60.0,15.349684,230.7106
20210915T1500,70.95296,71.0,7.7879906,213.69006
20210915T1600,71.90695,66.0,10.1376915,173.88449
20210915T1700,70.57495,72.0,15.034041,196.69925
20210915T1800,71.31295,73.0,6.12,208.0725
20210915T1900,70.93495,75.0,2.5455842,171.8699
20210915T2000,70.57495,76.0,1.9386592,291.8014
20210915T2100,68.918945,80.0,3.7064266,330.94543
20210915T2200,67.89295,83.0,1.08,360.0
20210915T2300,67.42495,82.0,3.396233,147.99461
20210916T0000,66.02095,83.0,5.0528407,184.08562
20210916T0100,64.400955,83.0,6.989936,214.50853
20210916T0200,64.31095,85.0,7.127636,225.0
20210916T0300,64.81496,88.0,6.792466,237.99463
20210916T0400,64.36495,89.0,7.24486,243.43495
20210916T0500,64.05895,89.0,7.289445,237.09476
20210916T0600,64.400955,88.0,6.638072,220.6013
20210916T0700,65.08495,86.0,6.696387,216.25385
20210916T0800,67.42495,80.0,8.049845,243.43495
20210916T0900,67.44295,80.0,10.041354,284.53445
20210916T1000,66.776955,86.0,9.793059,306.02737
20210916T1100,64.50896,92.0,12.303366,339.44397
20210916T1200,62.834953,93.0,11.681987,326.30994
20210916T1300,68.81095,69.0,13.684735,305.3625
20210916T1400,69.206955,67.0,11.246759,320.19443
20210916T1500,69.58495,65.0,11.246759,320.19443
20210916T1600,69.40495,64.0,11.720751,312.51044
20210916T1700,69.72895,63.0,11.808878,307.5686
20210916T1800,68.900955,65.0,10.703569,317.72632
20210916T1900,67.06496,68.0,9.178235,318.17984
20210916T2000,65.17495,73.0,7.127636,315.0
20210916T2100,63.752953,79.0,5.3517847,289.6538
20210916T2200,62.564953,83.0,6.162207,263.29016
20210916T2300,61.322952,82.0,7.289444,249.77515
20210917T0000,60.638954,82.0,6.379216,253.61046
20210917T0100,60.098953,83.0,3.671294,258.69006
20210917T0200,59.01895,85.0,1.8,233.1301
20210917T0300,58.11895,86.0,0.8049845,153.43495
20210917T0400,57.02095,89.0,2.52,89.99999
20210917T0500,55.68895,95.0,4.3349743,94.76365
20210917T0600,55.25695,96.0,5.4833565,113.19859
20210917T0700,55.86895,94.0,5.991594,122.73523
20210917T0800,58.40695,88.0,6.4096174,128.15723
20210917T0900,61.862953,77.0,8.225035,113.19859
20210917T1000,65.678955,66.0,11.620809,106.1892
20210917T1100,68.14495,61.0,11.440978,102.72436
20210917T1200,70.16095,54.0,10.446206,91.97493
20210917T1300,69.872955,55.0,6.28713,66.37062
20210917T1400,71.168945,52.0,7.7043357,52.594643
20210917T1500,72.08695,49.0,7.145796,49.085617
20210917T1600,72.26695,49.0,6.638072,49.398697
20210917T1700,71.74495,51.0,6.4096174,38.157227
20210917T1800,70.59296,54.0,5.315336,28.30075
20210917T1900,68.612946,60.0,4.68,360.0
20210917T2000,65.30095,68.0,2.7416782,336.8014
20210917T2100,62.402954,73.0,2.2768397,251.56506
20210917T2200,60.94495,74.0,1.2979984,213.69006
20210917T2300,60.02695,75.0,1.08,180.0
20210918T0000,58.388954,79.0,1.08,89.99999
20210918T0100,57.14695,81.0,2.9024127,119.74488
20210918T0200,56.300953,83.0,3.5455887,113.96249
20210918T0300,55.634953,87.0,4.6102495,128.6598
20210918T0400,55.02295,89.0,4.8965297,126.027374
20210918T0500,54.21295,89.0,5.991594,122.73523
20210918T0600,53.40295,87.0,6.439876,116.56505
20210918T0700,53.13295,84.0,7.42159,112.83366
20210918T0800,56.78695,77.0,8.905908,104.03624
20210918T0900,61.628952,69.0,10.948973,99.46232
20210918T1000,65.64295,63.0,11.570515,95.35582
20210918T1100,68.972946,58.0,12.24,89.99999
20210918T1200,71.24095,51.0,11.542478,86.42367
20210918T1300,71.58295,48.0,9.72,89.99999
20210918T1400,72.98695,46.0,8.4042845,80.134186
20210918T1500,73.58095,47.0,7.42159,67.166336
20210918T1600,73.652954,47.0,6.6087217,60.64225
20210918T1700,73.02295,49.0,5.4477882,82.40536
20210918T1800,71.762955,53.0,6.5693827,99.46232
20210918T1900,69.69295,57.0,8.089993,110.854454
20210918T2000,66.668945,61.0,8.39657,120.96376
20210918T2100,63.66295,64.0,7.42159,129.09386
20210918T2200,61.916954,67.0,9.021574,118.61046
20210918T2300,59.558952,71.0,10.30883,114.77514
20210919T0000,58.29895,72.0,10.086427,124.82449
20210919T0100,57.07495,73.0,9.504272,127.30394
20210919T0200,56.606953,73.0,8.891343,121.759476
20210919T0300,55.61695,75.0,7.7879906,123.69006
20210919T0400,54.41095,76.0,6.9153743,128.6598
20210919T0500,53.61895,77.0,5.495161,148.3925
20210919T0600,54.572952,74.0,3.8939953,236.30994
20210919T0700,55.67095,75.0,3.6,270.0
20210919T0800,59.27095,71.0,12.605142,271.6366
20210919T0900,58.550953,73.0,15.893093,256.9081
20210919T1000,58.40695,72.0,13.450708,254.47589
20210919T1100,59.18095,72.0,11.298495,239.34933
20210919T1200,59.10895,72.0,14.255272,225.0
20210919T1300,58.208954,82.0,17.873554,251.2001
20210919T1400,58.334953,83.0,15.542662,256.6075
20210919T1500,57.93895,84.0,19.995398,246.66595
20210919T1600,57.38095,83.0,17.873554,251.2001
20210919T1700,56.94895,84.0,13.5515,253.00919
20210919T1800,56.300953,87.0,11.177405,255.06857
20210919T1900,55.38295,87.0,9.0645685,263.15723
20210919T2000,54.932953,90.0,5.1544156,257.90524
20210919T2100,54.95095,90.0,4.6102495,218.65982
20210919T2200,55.22095,88.0,5.3999996,216.8699
20210919T2300,55.364952,87.0,5.3999996,233.1301
20210920T0000,55.418953,87.0,4.3498964,245.55606
20210920T0100,55.634953,86.0,4.0249224,243.43495
20210920T0200,55.61695,85.0,4.1046314,232.12502
20210920T0300,55.544952,85.0,3.8268526,221.18593
20210920T0400,55.724953,84.0,2.968636,194.03624
20210920T0500,55.88695,83.0,3.096837,144.46231
20210920T0600,55.65295,83.0,4.5536795,108.434944
20210920T0700,55.38295,87.0,4.896529,107.10272
20210920T0800,56.89495,84.0,0.8049845,26.565033
20210920T0900,58.676952,81.0,1.609969,333.43497
20210920T1000,60.638954,75.0,0.71999997,360.0
20210920T1100,61.916954,73.0,1.4399999,89.99999
20210920T1200,63.734955,68.0,1.8,89.99999
20210920T1300,62.74495,68.0,8.311245,72.34988
20210920T1400,64.07695,66.0,6.8777895,47.121094
20210920T1500,64.652954,64.0,5.3999996,36.86989
20210920T1600,64.43695,64.0,5.1544156,12.094757
20210920T1700,64.99495,61.0,6.519877,353.65985
20210920T1800,64.400955,60.0,7.2359104,354.28943
20210920T1900,63.140953,65.0,8.473393,347.73523
20210920T2000,61.322952,71.0,8.759178,350.5377
20210920T2100,59.252953,74.0,6.9899354,348.11133
20210920T2200,57.25495,77.0,3.319036,347.4712
20210920T2300,56.210953,80.0,0.71999997,270.0
20210921T0000,56.15695,81.0,1.484318,284.03625
20210921T0100,55.56295,82.0,1.484318,284.03625
20210921T0200,54.46495,85.0,2.0991426,300.96378
20210921T0300,53.61895,87.0,1.8,233.1301
20210921T0400,52.97095,90.0,2.8116899,219.80557
20210921T0500,52.34095,92.0,3.319036,192.52881
20210921T0600,51.530952,93.0,2.6208394,164.0546
20210921T0700,51.638954,92.0,4.1046314,142.12502
20210921T0800,53.31295,88.0,4.0249224,116.56505
20210921T0900,56.62495,77.0,3.0758414,110.556046
20210921T1000,60.404953,68.0,2.968636,104.03624
20210921T1100,63.28495,62.0,3.8939953,56.30993
20210921T1200,65.03095,59.0,5.692099,34.69516
20210921T1300,65.426956,61.0,9.114471,350.90973
20210921T1400,67.10095,57.0,10.799999,360.0
20210921T1500,67.69495,58.0,11.620809,16.189209
20210921T1600,67.64095,58.0,13.237039,22.380127
20210921T1700,67.15495,58.0,14.345898,17.525558
20210921T1800,64.88695,57.0,15.496736,2.6629944
20210921T1900,60.80095,62.0,15.119999,360.0
20210921T2000,58.082954,65.0,10.805999,358.09085
20210921T2100,55.88695,70.0,4.1046314,322.12503
20210921T2200,54.482952,72.0,1.9386592,248.1986
20210921T2300,53.13295,74.0,2.9024127,209.74489
20210922T0000,52.26895,75.0,3.8268526,221.18593
20210922T0100,51.81895,77.0,1.835647,191.30994
20210922T0200,50.648952,80.0,1.609969,153.43495
20210922T0300,49.06495,80.0,2.2768397,161.56505
20210922T0400,48.14695,80.0,3.7585104,163.30075
20210922T0500,47.606953,78.0,4.68,180.0
20210922T0600,47.17495,77.0,2.968636,165.96376
20210922T0700,47.67895,76.0,3.4152596,161.56505
20210922T0800,50.054955,72.0,0.35999998,180.0
20210922T0900,53.528954,66.0,2.3051248,51.34018
20210922T1000,57.27295,63.0,4.39436,34.99202
20210922T1100,61.484955,59.0,5.0911684,44.999985
20210922T1200,65.15695,53.0,5.991594,57.26477
20210922T1300,67.69495,42.0,13.207634,72.5528
20210922T1400,68.82895,37.0,15.158522,85.91438
20210922T1500,68.612946,39.0,17.654688,92.33731
20210922T1600,69.38695,41.0,16.575644,87.510445
20210922T1700,69.42295,42.0,13.75558,83.99099
20210922T1800,67.94695,47.0,10.08,89.99999
20210922T1900,64.760956,54.0,10.041354,104.534454
20210922T2000,61.17895,58.0,9.659814,116.56505
20210922T2100,57.56095,64.0,9.290511,125.537674
20210922T2200,54.96895,69.0,6.638072,139.3987
20210922T2300,53.27695,73.0,5.1919937,146.30994
20210923T0000,51.764954,76.0,5.154415,155.22485
20210923T0100,50.81095,78.0,5.495161,148.3925
20210923T0200,49.71295,81.0,4.8433046,138.01279
20210923T0300,48.848953,81.0,5.815978,158.1986
20210923T0400,48.542953,80.0,5.8048253,150.25511
20210923T0500,48.14695,79.0,6.6087217,150.64224
20210923T0600,48.128952,78.0,7.10031,149.53445
20210923T0700,48.794952,76.0,6.989936,124.508514
20210923T0800,51.404953,73.0,6.87779,96.009
20210923T0900,55.97695,67.0,10.086427,92.0454
20210923T1000,60.36895,63.0,7.928178,92.602554
20210923T1100,64.56295,55.0,5.0911684,81.869896
20210923T1200,68.01895,48.0,2.0991426,30.963745
20210923T1300,68.954956,46.0,6.151683,290.55603
20210923T1400,71.88895,40.0,7.968939,288.43497
20210923T1500,73.094955,37.0,9.422101,276.58194
20210923T1600,73.07695,39.0,11.570515,275.35583
20210923T1700,71.816956,43.0,12.245294,268.3153
20210923T1800,69.17095,49.0,10.853866,264.28943
20210923T1900,65.91295,55.0,9.904906,250.90651
20210923T2000,63.95095,58.0,6.9247384,242.10274
20210923T2100,61.88095,63.0,5.991594,212.73523
20210923T2200,59.68495,70.0,6.379216,196.38954
20210923T2300,57.99295,74.0,5.7599998,180.0
20210924T0000,57.56095,73.0,5.771239,176.42366
20210924T0100,57.308952,72.0,6.489992,176.82018
20210924T0200,56.012955,74.0,7.5599995,180.0
20210924T0300,54.69895,76.0,6.87779,173.991
20210924T0400,55.13095,77.0,5.315336,151.69923
20210924T0500,54.320953,83.0,5.1165614,129.2894
20210924T0600,53.456955,89.0,4.8433046,131.98721
20210924T0700,53.168953,91.0,4.198285,120.96376
20210924T0800,55.22095,84.0,2.968636,104.03624
20210924T0900,59.612953,76.0,3.671294,101.30993
20210924T1000,63.608955,66.0,1.2979984,123.69006
20210924T1100,67.10095,58.0,0.71999997,270.0
20210924T1200,70.28695,50.0,2.0991426,300.96378
20210924T1300,71.49295,49.0,1.9386592,338.1986
20210924T1400,73.49095,45.0,2.5455842,315.0
20210924T1500,74.94895,41.0,2.968636,284.03625
20210924T1600,75.50695,39.0,3.671294,281.30994
20210924T1700,74.84096,40.0,4.1046314,285.25513
20210924T1800,73.13095,43.0,3.2599385,276.34018
20210924T1900,71.04295,48.0,1.1384199,288.43497
20210924T2000,69.49495,51.0,2.8799999,89.99999
20210924T2100,67.38895,56.0,5.8048253,119.74488
20210924T2200,64.99495,62.0,6.12,118.07248
20210924T2300,63.572952,67.0,5.8048253,119.74488
20210925T0000,62.258953,73.0,5.495161,121.6075
20210925T0100,61.08895,79.0,5.315336,118.30075
20210925T0200,60.06295,80.0,5.815978,111.80141
20210925T0300,58.65895,80.0,6.489992,109.44003
20210925T0400,57.03895,80.0,6.9527545,111.2505
20210925T0500,55.13095,83.0,6.9899354,101.88866
20210925T0600,53.384953,85.0,7.8625183,105.9454
20210925T0700,53.27695,83.0,9.107359,108.434944
20210925T0800,56.96695,78.0,9.255571,103.49573
20210925T0900,63.15895,68.0,11.304229,99.162346
20210925T1000,68.72095,62.0,12.074766,100.30484
20210925T1100,73.59895,54.0,11.966953,96.911224
20210925T1200,77.14495,48.0,12.24,89.99999
20210925T1300,77.39696,46.0,7.754637,68.19859
20210925T1400,79.34095,41.0,5.154415,65.224846
20210925T1500,80.11495,40.0,4.3349743,48.366455
20210925T1600,80.13295,40.0,5.315336,61.699234
20210925T1700,79.61095,42.0,5.8048253,82.874985
20210925T1800,78.512955,45.0,4.802999,102.99461
20210925T1900,76.928955,51.0,4.1046314,127.874985
20210925T2000,72.93295,63.0,8.669949,138.36646
20210925T2100,71.04295,51.0,11.298495,157.52057
20210925T2200,68.07295,49.0,10.495713,157.83365
20210925T2300,68.39696,53.0,8.699793,155.55605
20210926T0000,67.208954,61.0,7.491114,144.78241
20210926T0100,67.96495,58.0,7.289445,122.90524
20210926T0200,67.24495,59.0,8.854829,116.56505
20210926T0300,66.92095,64.0,8.0899935,122.27564
20210926T0400,65.80495,68.0,6.638072,102.52881
20210926T0500,63.788948,69.0,8.905908,104.03624
20210926T0600,63.37495,70.0,9.028754,113.498566
20210926T0700,63.140953,74.0,6.1094027,135.0
20210926T0800,62.63695,79.0,2.5959969,326.30994
20210926T0900,62.13295,89.0,1.8,89.99999
20210926T1000,62.870953,90.0,8.587338,123.023865
20210926T1100,63.788948,93.0,8.14587,135.0
20210926T1200,67.28095,82.0,7.24486,153.43495
20210926T1300,63.086952,82.0,5.6920996,288.43497
20210926T1400,63.33895,82.0,3.096837,144.46231
20210926T1500,65.17495,81.0,5.154415,155.22485
20210926T1600,65.39095,84.0,2.6208394,105.9454
20210926T1700,65.03095,84.0,5.95906,295.0169
20210926T1800,63.42895,84.0,5.506941,281.30994
20210926T1900,62.564953,86.0,2.5959969,236.30994
20210926T2000,62.00695,87.0,2.8799999,180.0
20210926T2100,61.538948,89.0,4.1046314,142.12502
20210926T2200,60.764954,90.0,6.4096174,128.15723
20210926T2300,59.306953,94.0,5.6233797,129.80557
20210927T0000,58.62295,93.0,4.5536795,161.56505
20210927T0100,57.848953,93.0,4.3349743,175.23636
20210927T0200,56.46295,93.0,5.4477882,172.40535
20210927T0300,56.06695,88.0,4.73506,171.25385
20210927T0400,56.66095,88.0,3.6,143.1301
20210927T0500,56.12095,97.0,4.829907,116.56505
20210927T0600,56.030952,98.0,6.12,118.07248
20210927T0700,55.68895,96.0,8.78872,124.99202
20210927T0800,58.334953,87.0,10.144082,117.474434
20210927T0900,62.564953,79.0,10.30883,114.77514
20210927T1000,66.14696,69.0,10.028439,111.03751
20210927T1100,67.78495,66.0,6.489992,109.44003
20210927T1200,68.82895,63.0,3.5455887,113.96249
20210927T1300,69.69295,58.0,2.0991426,329.03625
20210927T1400,71.69095,54.0,4.1046314,322.12503
20210927T1500,72.64495,53.0,0.71999997,270.0
20210927T1600,73.400955,53.0,4.1046314,254.74487
20210927T1700,73.58095,52.0,3.6179552,174.28941
20210927T1800,72.84296,54.0,1.484318,255.96376
20210927T1900,71.402954,57.0,0.35999998,360.0
20210927T2000,69.76495,60.0,3.319036,167.47119
20210927T2100,67.89295,63.0,6.87779,173.991
20210927T2200,65.48095,68.0,9.449572,220.36453
20210927T2300,65.94895,67.0,13.32,270.0
20210928T0000,63.30295,75.0,13.779114,303.2749
20210928T0100,60.710953,82.0,15.315873,336.44775
20210928T0200,58.91095,78.0,17.873556,332.4027
20210928T0300,57.614952,74.0,14.986553,335.89777
20210928T0400,56.24695,76.0,15.315873,330.42218
20210928T0500,55.00495,77.0,14.386494,328.29858
20210928T0600,52.71895,78.0,12.819235,321.84277
20210928T0700,52.556953,75.0,10.948973,316.3322
20210928T0800,53.600952,73.0,10.44,313.6028
20210928T0900,55.50895,67.0,9.726664,321.00903
20210928T1000,58.73095,59.0,8.225035,336.8014
20210928T1100,61.55695,54.0,4.1046314,344.74487
20210928T1200,63.788948,51.0,3.671294,11.309921
20210928T1300,66.57895,55.0,3.096837,54.46232
20210928T1400,67.65895,53.0,3.7064266,29.05458
20210928T1500,68.27095,52.0,3.8773184,21.801407
20210928T1600,68.41495,50.0,4.3349743,355.23636
20210928T1700,68.000946,49.0,5.04,360.0
20210928T1800,66.93895,49.0,5.815978,338.1986
20210928T1900,65.21095,52.0,7.968939,341.56506
20210928T2000,64.02295,56.0,7.42159,345.96375
20210928T2100,62.18695,60.0,3.319036,310.60132
20210928T2200,61.59295,59.0,6.0347,252.64598
20210928T2300,61.070953,60.0,6.725354,254.47589
20210929T0000,61.016953,64.0,4.198285,239.03624
20210929T0100,61.03495,68.0,3.671294,258.69006
20210929T0200,61.25095,69.0,6.5693827,260.5377
20210929T0300,60.134953,65.0,10.182337,261.8699
20210929T0400,59.59495,52.0,11.5199995,270.0
20210929T0500,59.14495,54.0,9.36,270.0
20210929T0600,58.280952,66.0,10.163227,247.0679
20210929T0700,58.11895,63.0,10.30883,245.22485
20210929T0800,59.46895,64.0,16.394829,261.1582
20210929T0900,60.69295,64.0,20.907913,267.03906
20210929T1000,62.76295,56.0,22.668568,259.93933
20210929T1100,64.77895,50.0,23.863409,258.69006
20210929T1200,66.21895,48.0,27.238941,262.40536
20210929T1300,66.18295,50.0,28.521906,265.65677
20210929T1400,63.21295,59.0,27.551172,276.75357
20210929T1500,61.16095,67.0,26.836306,276.93436
20210929T1600,59.378952,72.0,23.565567,288.71173
20210929T1700,58.78495,69.0,20.696085,283.06934
20210929T1800,56.67895,69.0,16.520823,281.30994
20210929T1900,54.51895,74.0,11.525623,268.21008
20210929T2000,53.042953,75.0,8.854829,243.43495
20210929T2100,52.28695,74.0,8.669949,221.63354
20210929T2200,51.800953,71.0,8.587338,213.02386
20210929T2300,49.42495,73.0,7.8954163,204.22775
20210930T0000,47.71495,76.0,5.4477882,187.59465
20210930T0100,47.35495,73.0,7.2805495,188.53076
20210930T0200,48.20095,73.0,6.2145634,190.00798
20210930T0300,48.578953,75.0,4.896529,197.10272
20210930T0400,48.65095,75.0,2.52,180.0
20210930T0500,48.63295,72.0,1.0182338,225.0
20210930T0600,47.822952,75.0,0.5091169,135.0
20210930T0700,47.10295,77.0,1.484318,104.03624
20210930T0800,48.182953,75.0,2.1897945,80.537674
20210930T0900,50.738953,71.0,2.1897945,80.537674
20210930T1000,54.086952,63.0,1.8,53.130096
20210930T1100,57.16495,52.0,1.484318,14.03624
20210930T1200,58.91095,43.0,2.52,360.0
20210930T1300,61.28695,42.0,4.1046314,15.255127
20210930T1400,62.564953,38.0,4.1046314,15.255127
20210930T1500,63.19495,35.0,3.96,360.0
20210930T1600,63.42895,34.0,4.802999,347.00537
20210930T1700,62.81695,33.0,4.0249224,349.69516
20210930T1800,61.46695,36.0,2.8799999,360.0
20210930T1900,60.65695,36.0,1.5273507,44.999985
20210930T2000,59.18095,39.0,3.319036,130.60129
20210930T2100,56.822952,44.0,4.8965297,143.97263
20210930T2200,53.09695,52.0,5.3999996,143.1301
20210930T2300,51.98095,53.0,5.1165614,140.71059
20211001T0000,50.918953,57.0,4.6102495,128.6598
20211001T0100,49.766953,62.0,4.8433046,131.98721
20211001T0200,48.614952,62.0,6.3690495,132.70938
20211001T0300,47.642952,63.0,7.42159,129.09386
20211001T0400,46.688953,67.0,9.290511,125.537674
20211001T0500,45.73495,71.0,9.511088,119.47589
20211001T0600,44.222954,76.0,8.699793,114.44395
20211001T0700,43.808952,76.0,8.225035,113.19859
20211001T0800,47.06695,73.0,5.937272,104.03624
20211001T0900,53.09695,65.0,7.8625183,105.9454
20211001T1000,58.40695,57.0,7.6367526,98.1301
20211001T1100,63.12295,51.0,7.5599995,89.99999
20211001T1200,66.776955,45.0,6.725354,74.47588
20211001T1300,68.41495,45.0,9.255571,76.504265
20211001T1400,70.61095,44.0,8.217153,61.18921
20211001T1500,71.816956,44.0,5.634891,26.565033
20211001T1600,71.99695,44.0,5.1165614,320.7106
20211001T1700,71.24095,46.0,4.6938252,274.3987
20211001T1800,69.926956,49.0,2.4149535,153.43495
20211001T1900,68.73895,53.0,6.379216,163.61046
20211001T2000,66.056946,62.0,6.9247384,152.10272
20211001T2100,64.90495,65.0,7.42159,129.09386
20211001T2200,63.93295,66.0,5.2416787,105.9454
20211001T2300,62.42095,69.0,1.4399999,89.99999
20211002T0000,60.85495,73.0,2.5455842,171.8699
20211002T0100,60.62095,73.0,4.452954,194.03624
20211002T0200,60.02695,72.0,2.4149535,206.56505
20211002T0300,58.53295,76.0,1.8,216.8699
20211002T0400,57.416954,80.0,3.8773184,158.1986
20211002T0500,56.336952,82.0,6.12,151.9275
20211002T0600,54.96895,85.0,6.1305785,130.23636
20211002T0700,54.626953,85.0,7.628263,109.29004
20211002T0800,55.832954,79.0,7.2805495,98.53076
20211002T0900,60.72895,64.0,11.043261,109.025604
20211002T1000,64.79695,54.0,10.483357,105.9454
20211002T1100,68.01895,52.0,6.297428,120.963745
